year	month	talk_page_type	edit_count
2008	9	Article Talk	168
2008	9	Project Talk	25
2008	9	User Talk	215
2008	10	Article Talk	159
2008	10	Project Talk	2
2008	10	User Talk	273
2008	11	Article Talk	349
2008	11	Project Talk	45
2008	11	User Talk	234
2008	12	Article Talk	692
2008	12	Project Talk	33
2008	12	User Talk	2025
2009	1	Article Talk	257
2009	1	Project Talk	9
2009	1	User Talk	834
2009	2	Article Talk	145
2009	2	Project Talk	3
2009	2	User Talk	432
2009	3	Article Talk	131
2009	3	Project Talk	3
2009	3	User Talk	320
2009	4	Article Talk	142
2009	4	Project Talk	1
2009	4	User Talk	296
2009	5	Article Talk	289
2009	5	Project Talk	2
2009	5	User Talk	329
2009	6	Article Talk	198
2009	6	Project Talk	14
2009	6	User Talk	244
2009	7	Article Talk	158
2009	7	Project Talk	2
2009	7	User Talk	242
2009	8	Article Talk	131
2009	8	User Talk	230
2009	9	Article Talk	86
2009	9	Project Talk	4
2009	9	User Talk	171
2009	10	Article Talk	99
2009	10	Project Talk	2
2009	10	User Talk	198
2009	11	Article Talk	126
2009	11	Project Talk	20
2009	11	User Talk	159
2009	12	Article Talk	70
2009	12	Project Talk	4
2009	12	User Talk	163
2010	1	Article Talk	96
2010	1	Project Talk	3
2010	1	User Talk	199
2010	2	Article Talk	42
2010	2	Project Talk	4
2010	2	User Talk	175
2010	3	Article Talk	52
2010	3	Project Talk	4
2010	3	User Talk	206
2010	4	Article Talk	57
2010	4	User Talk	138
2010	5	Article Talk	73
2010	5	Project Talk	1
2010	5	User Talk	175
2010	6	Article Talk	104
2010	6	Project Talk	21
2010	6	User Talk	244
2010	7	Article Talk	82
2010	7	Project Talk	18
2010	7	User Talk	248
2010	8	Article Talk	170
2010	8	Project Talk	1
2010	8	User Talk	223
2010	9	Article Talk	190
2010	9	Project Talk	13
2010	9	User Talk	248
2010	10	Article Talk	43
2010	10	Project Talk	5
2010	10	User Talk	142
2010	11	Article Talk	25
2010	11	User Talk	152
2010	12	Article Talk	40
2010	12	Project Talk	7
2010	12	User Talk	147
2011	1	Article Talk	36
2011	1	Project Talk	4
2011	1	User Talk	336
2011	2	Article Talk	46
2011	2	Project Talk	2
2011	2	User Talk	221
2011	3	Article Talk	33
2011	3	Project Talk	6
2011	3	User Talk	180
2011	4	Article Talk	68
2011	4	User Talk	193
2011	5	Article Talk	61
2011	5	Project Talk	11
2011	5	User Talk	169
2011	6	Article Talk	91
2011	6	Project Talk	1
2011	6	User Talk	166
2011	7	Article Talk	164
2011	7	Project Talk	12
2011	7	User Talk	240
2011	8	Article Talk	50
2011	8	Project Talk	3
2011	8	User Talk	372
2011	9	Article Talk	96
2011	9	Project Talk	12
2011	9	User Talk	334
2011	10	Article Talk	52
2011	10	Project Talk	35
2011	10	User Talk	187
2011	11	Article Talk	42
2011	11	Project Talk	6
2011	11	User Talk	97
2011	12	Article Talk	264
2011	12	Project Talk	34
2011	12	User Talk	286
2012	1	Article Talk	207
2012	1	Project Talk	37
2012	1	User Talk	548
2012	2	Article Talk	123
2012	2	Project Talk	12
2012	2	User Talk	409
2012	3	Article Talk	101
2012	3	Project Talk	6
2012	3	User Talk	534
2012	4	Article Talk	84
2012	4	Project Talk	18
2012	4	User Talk	435
2012	5	Article Talk	99
2012	5	Project Talk	8
2012	5	User Talk	393
2012	6	Article Talk	121
2012	6	Project Talk	4
2012	6	User Talk	284
2012	7	Article Talk	57
2012	7	Project Talk	1
2012	7	User Talk	257
2012	8	Article Talk	54
2012	8	User Talk	368
2012	9	Article Talk	34
2012	9	User Talk	137
2012	10	Article Talk	37
2012	10	User Talk	186
2012	11	Article Talk	64
2012	11	Project Talk	5
2012	11	User Talk	228
2012	12	Article Talk	114
2012	12	Project Talk	9
2012	12	User Talk	255
2013	1	Article Talk	177
2013	1	Project Talk	3
2013	1	User Talk	276
2013	2	Article Talk	270
2013	2	Project Talk	71
2013	2	User Talk	404
2013	3	Article Talk	372
2013	3	Project Talk	188
2013	3	User Talk	599
2013	4	Article Talk	435
2013	4	Project Talk	126
2013	4	User Talk	1048
2013	5	Article Talk	991
2013	5	Project Talk	20
2013	5	User Talk	487
2013	6	Article Talk	170
2013	6	Project Talk	18
2013	6	User Talk	313
2013	7	Article Talk	176
2013	7	Project Talk	28
2013	7	User Talk	484
2013	8	Article Talk	187
2013	8	Project Talk	12
2013	8	User Talk	421
2013	9	Article Talk	342
2013	9	Project Talk	36
2013	9	User Talk	536
2013	10	Article Talk	259
2013	10	Project Talk	14
2013	10	User Talk	668
2013	11	Article Talk	323
2013	11	Project Talk	82
2013	11	User Talk	635
2013	12	Article Talk	190
2013	12	Project Talk	89
2013	12	User Talk	809
2014	1	Article Talk	626
2014	1	Project Talk	141
2014	1	User Talk	3135
2014	2	Article Talk	426
2014	2	Project Talk	20
2014	2	User Talk	818
2014	3	Article Talk	139
2014	3	Project Talk	26
2014	3	User Talk	787
2014	4	Article Talk	211
2014	4	Project Talk	7
2014	4	User Talk	511
2014	5	Article Talk	113
2014	5	Project Talk	6
2014	5	User Talk	369
2014	6	Article Talk	61
2014	6	Project Talk	13
2014	6	User Talk	689
2014	7	Article Talk	122
2014	7	Project Talk	37
2014	7	User Talk	944
2014	8	Article Talk	171
2014	8	Project Talk	19
2014	8	User Talk	1152
2014	9	Article Talk	169
2014	9	Project Talk	43
2014	9	User Talk	952
2014	10	Article Talk	313
2014	10	Project Talk	21
2014	10	User Talk	5320
2014	11	Article Talk	225
2014	11	Project Talk	57
2014	11	User Talk	4244
2014	12	Article Talk	373
2014	12	Project Talk	64
2014	12	User Talk	1227
2015	1	Article Talk	233
2015	1	Project Talk	77
2015	1	User Talk	1375
2015	2	Article Talk	498
2015	2	Project Talk	32
2015	2	User Talk	1103
2015	3	Article Talk	5500
2015	3	Project Talk	102
2015	3	User Talk	3740
2015	4	Article Talk	7651
2015	4	Project Talk	222
2015	4	User Talk	6869
2015	5	Article Talk	1576
2015	5	Project Talk	72
2015	5	User Talk	4993
2015	6	Article Talk	163
2015	6	Project Talk	21
2015	6	User Talk	664
2015	7	Article Talk	122
2015	7	Project Talk	20
2015	7	User Talk	742
2015	8	Article Talk	164
2015	8	Project Talk	28
2015	8	User Talk	1007
2015	9	Article Talk	90
2015	9	Project Talk	4
2015	9	User Talk	813
2015	10	Article Talk	162
2015	10	Project Talk	12
2015	10	User Talk	884
2015	11	Article Talk	126
2015	11	Project Talk	20
2015	11	User Talk	855
2015	12	Article Talk	168
2015	12	Project Talk	20
2015	12	User Talk	807
2016	1	Article Talk	108
2016	1	Project Talk	9
2016	1	User Talk	808
2016	2	Article Talk	84
2016	2	Project Talk	5
2016	2	User Talk	578
2016	3	Article Talk	91
2016	3	Project Talk	28
2016	3	User Talk	548
2016	4	Article Talk	77
2016	4	Project Talk	1
2016	4	User Talk	444
2016	5	Article Talk	216
2016	5	Project Talk	8
2016	5	User Talk	489
2016	6	Article Talk	278
2016	6	Project Talk	11
2016	6	User Talk	411
2016	7	Article Talk	327
2016	7	Project Talk	30
2016	7	User Talk	563
2016	8	Article Talk	834
2016	8	Project Talk	8
2016	8	User Talk	889
2016	9	Article Talk	66
2016	9	Project Talk	3
2016	9	User Talk	710
2016	10	Article Talk	126
2016	10	Project Talk	2
2016	10	User Talk	741
2016	11	Article Talk	76
2016	11	Project Talk	3
2016	11	User Talk	614
2016	12	Article Talk	135
2016	12	Project Talk	2
2016	12	User Talk	685
2017	1	Article Talk	85
2017	1	Project Talk	6
2017	1	User Talk	692
2017	2	Article Talk	40
2017	2	Project Talk	19
2017	2	User Talk	521
2017	3	Article Talk	58
2017	3	Project Talk	19
2017	3	User Talk	462
2017	4	Article Talk	67
2017	4	Project Talk	2
2017	4	User Talk	459
2017	5	Article Talk	55
2017	5	Project Talk	2
2017	5	User Talk	463
2017	6	Article Talk	32
2017	6	User Talk	502
2017	7	Article Talk	27
2017	7	User Talk	748
2017	8	Article Talk	62
2017	8	Project Talk	8
2017	8	User Talk	617
2017	9	Article Talk	73
2017	9	User Talk	744
2017	10	Article Talk	182
2017	10	Project Talk	6
2017	10	User Talk	777
2017	11	Article Talk	364
2017	11	Project Talk	1
2017	11	User Talk	728
2017	12	Article Talk	61
2017	12	Project Talk	4
2017	12	User Talk	685
2018	1	Article Talk	115
2018	1	User Talk	795
2018	2	Article Talk	66
2018	2	Project Talk	3
2018	2	User Talk	702
2018	3	Article Talk	130
2018	3	Project Talk	19
2018	3	User Talk	717
2018	4	Article Talk	194
2018	4	Project Talk	213
2018	4	User Talk	1030
2018	5	Article Talk	113
2018	5	Project Talk	15
2018	5	User Talk	981
2018	6	Article Talk	135
2018	6	Project Talk	12
2018	6	User Talk	946
2018	7	Article Talk	155
2018	7	Project Talk	17
2018	7	User Talk	1353
2018	8	Article Talk	282
2018	8	Project Talk	6
2018	8	User Talk	1469
2018	9	Article Talk	76
2018	9	Project Talk	4
2018	9	User Talk	1248
2018	10	Article Talk	112
2018	10	User Talk	1262
2018	11	Article Talk	231
2018	11	Project Talk	8
2018	11	User Talk	1122
2018	12	Article Talk	124
2018	12	Project Talk	3
2018	12	User Talk	1123
2019	1	Article Talk	237
2019	1	Project Talk	11
2019	1	User Talk	1310
2019	2	Article Talk	192
2019	2	Project Talk	129
2019	2	User Talk	1913
2019	3	Article Talk	320
2019	3	Project Talk	26
2019	3	User Talk	1610
2019	4	Article Talk	216
2019	4	Project Talk	75
2019	4	User Talk	1141
2019	5	Article Talk	89
2019	5	Project Talk	100
2019	5	User Talk	899
2019	6	Article Talk	72
2019	6	Project Talk	43
2019	6	User Talk	856
2019	7	Article Talk	58
2019	7	Project Talk	121
2019	7	User Talk	1203
2019	8	Article Talk	520
2019	8	Project Talk	87
2019	8	User Talk	1337
2019	9	Article Talk	448
2019	9	Project Talk	120
2019	9	User Talk	1527
2019	10	Article Talk	433
2019	10	Project Talk	41
2019	10	User Talk	1120
2019	11	Article Talk	285
2019	11	Project Talk	20
2019	11	User Talk	1191
2019	12	Article Talk	172
2019	12	Project Talk	156
2019	12	User Talk	1166
2020	1	Article Talk	279
2020	1	Project Talk	38
2020	1	User Talk	1153
2020	2	Article Talk	152
2020	2	Project Talk	10
2020	2	User Talk	959
2020	3	Article Talk	309
2020	3	Project Talk	11
2020	3	User Talk	907
2020	4	Article Talk	370
2020	4	Project Talk	19
2020	4	User Talk	1247
2020	5	Article Talk	420
2020	5	Project Talk	16
2020	5	User Talk	1277
2020	6	Article Talk	167
2020	6	Project Talk	36
2020	6	User Talk	960
2020	7	Article Talk	1647
2020	7	Project Talk	181
2020	7	User Talk	979
2020	8	Article Talk	2362
2020	8	Project Talk	289
2020	8	User Talk	1131
2020	9	Article Talk	303
2020	9	Project Talk	402
2020	9	User Talk	947
2020	10	Article Talk	96
2020	10	Project Talk	48
2020	10	User Talk	656
2020	11	Article Talk	122
2020	11	Project Talk	29
2020	11	User Talk	513
2020	12	Article Talk	176
2020	12	Project Talk	67
2020	12	User Talk	641
2021	1	Article Talk	3719
2021	1	Project Talk	47
2021	1	User Talk	679
2021	2	Article Talk	190
2021	2	Project Talk	81
2021	2	User Talk	720
2021	3	Article Talk	377
2021	3	Project Talk	46
2021	3	User Talk	724
2021	4	Article Talk	193
2021	4	Project Talk	13
2021	4	User Talk	747
2021	5	Article Talk	2782
2021	5	Project Talk	14
2021	5	User Talk	577
2021	6	Article Talk	20823
2021	6	Project Talk	125
2021	6	User Talk	2056
2021	7	Article Talk	6007
2021	7	Project Talk	152
2021	7	User Talk	694
2021	8	Article Talk	4915
2021	8	Project Talk	122
2021	8	User Talk	653
2021	9	Article Talk	2421
2021	9	Project Talk	26
2021	9	User Talk	871
2021	10	Article Talk	323
2021	10	Project Talk	18
2021	10	User Talk	748
2021	11	Article Talk	418
2021	11	Project Talk	30
2021	11	User Talk	507
2021	12	Article Talk	209
2021	12	Project Talk	43
2021	12	User Talk	736
2022	1	Article Talk	189
2022	1	Project Talk	49
2022	1	User Talk	774
2022	2	Article Talk	75
2022	2	Project Talk	11
2022	2	User Talk	632
2022	3	Article Talk	703
2022	3	Project Talk	129
2022	3	User Talk	798
2022	4	Article Talk	425
2022	4	Project Talk	171
2022	4	User Talk	591
2022	5	Article Talk	308
2022	5	Project Talk	9
2022	5	User Talk	820
2022	6	Article Talk	441
2022	6	Project Talk	14
2022	6	User Talk	875
2022	7	Article Talk	379
2022	7	Project Talk	92
2022	7	User Talk	822
2022	8	Article Talk	397
2022	8	Project Talk	54
2022	8	User Talk	795
2022	9	Article Talk	124
2022	9	Project Talk	9
2022	9	User Talk	739
2022	10	Article Talk	870
2022	10	Project Talk	44
2022	10	User Talk	867
2022	11	Article Talk	147
2022	11	Project Talk	102
2022	11	User Talk	976
2022	12	Article Talk	470
2022	12	Project Talk	79
2022	12	User Talk	811
2023	1	Article Talk	140
2023	1	Project Talk	14
2023	1	User Talk	853
2023	2	Article Talk	166
2023	2	Project Talk	7
2023	2	User Talk	833
2023	3	Article Talk	161
2023	3	Project Talk	9
2023	3	User Talk	806
2023	4	Article Talk	152
2023	4	Project Talk	12
2023	4	User Talk	767
2023	5	Article Talk	137
2023	5	Project Talk	10
2023	5	User Talk	654
2023	6	Article Talk	236
2023	6	Project Talk	5
2023	6	User Talk	672
2023	7	Article Talk	247
2023	7	Project Talk	27
2023	7	User Talk	803
2023	8	Article Talk	988
2023	8	Project Talk	54
2023	8	User Talk	916
2023	9	Article Talk	862
2023	9	Project Talk	50
2023	9	User Talk	823
2023	10	Article Talk	603
2023	10	Project Talk	14
2023	10	User Talk	711
2023	11	Article Talk	638
2023	11	Project Talk	76
2023	11	User Talk	697
2023	12	Article Talk	287
2023	12	Project Talk	34
2023	12	User Talk	507
2024	1	Article Talk	74
2024	1	Project Talk	2
2024	1	User Talk	554
2024	2	Article Talk	519
2024	2	Project Talk	40
2024	2	User Talk	668
2024	3	Article Talk	756
2024	3	Project Talk	40
2024	3	User Talk	610
2024	4	Article Talk	3700
2024	4	Project Talk	21
2024	4	User Talk	590
2024	5	Article Talk	1196
2024	5	Project Talk	24
2024	5	User Talk	483
2024	6	Article Talk	434
2024	6	Project Talk	23
2024	6	User Talk	282
2024	7	Article Talk	555
2024	7	Project Talk	8
2024	7	User Talk	195
2024	8	Article Talk	422
2024	8	Project Talk	1
2024	8	User Talk	431
2024	9	Article Talk	264
2024	9	Project Talk	14
2024	9	User Talk	525
2024	10	Article Talk	580
2024	10	Project Talk	15
2024	10	User Talk	376
2024	11	Article Talk	408
2024	11	Project Talk	11
2024	11	User Talk	343
2024	12	Article Talk	464
2024	12	User Talk	112
2025	1	Article Talk	410
2025	1	Project Talk	26
2025	1	User Talk	348
2025	2	Article Talk	663
2025	2	Project Talk	42
2025	2	User Talk	887
2025	3	Article Talk	7330
2025	3	Project Talk	9
2025	3	User Talk	1561
2025	4	Article Talk	155
2025	4	Project Talk	16
2025	4	User Talk	523
2025	5	Article Talk	123
2025	5	Project Talk	24
2025	5	User Talk	673
2025	6	Article Talk	94
2025	6	Project Talk	13
2025	6	User Talk	477
2025	7	Article Talk	126
2025	7	Project Talk	1
2025	7	User Talk	477
2025	8	Article Talk	43
2025	8	Project Talk	1
2025	8	User Talk	557
2025	9	Article Talk	19
2025	9	Project Talk	3
2025	9	User Talk	214
