year	month	talk_page_type	edit_count
2007	9	Article Talk	24
2007	9	Project Talk	12
2007	9	User Talk	296
2007	10	Article Talk	35
2007	10	Project Talk	20
2007	10	User Talk	299
2007	11	Article Talk	20
2007	11	Project Talk	3
2007	11	User Talk	217
2007	12	Article Talk	16
2007	12	Project Talk	9
2007	12	User Talk	218
2008	1	Article Talk	54
2008	1	Project Talk	25
2008	1	User Talk	306
2008	2	Article Talk	108
2008	2	Project Talk	4
2008	2	User Talk	411
2008	3	Article Talk	162
2008	3	Project Talk	42
2008	3	User Talk	1067
2008	4	Article Talk	115
2008	4	Project Talk	25
2008	4	User Talk	615
2008	5	Article Talk	72
2008	5	Project Talk	30
2008	5	User Talk	580
2008	6	Article Talk	158
2008	6	Project Talk	17
2008	6	User Talk	227
2008	7	Article Talk	98
2008	7	Project Talk	27
2008	7	User Talk	359
2008	8	Article Talk	47
2008	8	Project Talk	32
2008	8	User Talk	307
2008	9	Article Talk	86
2008	9	Project Talk	15
2008	9	User Talk	383
2008	10	Article Talk	107
2008	10	Project Talk	64
2008	10	User Talk	424
2008	11	Article Talk	23
2008	11	Project Talk	3
2008	11	User Talk	218
2008	12	Article Talk	1706
2008	12	Project Talk	2
2008	12	User Talk	156
2009	1	Article Talk	2501
2009	1	Project Talk	10
2009	1	User Talk	205
2009	2	Article Talk	644
2009	2	Project Talk	13
2009	2	User Talk	295
2009	3	Article Talk	1639
2009	3	Project Talk	31
2009	3	User Talk	368
2009	4	Article Talk	1039
2009	4	Project Talk	30
2009	4	User Talk	227
2009	5	Article Talk	4780
2009	5	Project Talk	45
2009	5	User Talk	2656
2009	6	Article Talk	934
2009	6	Project Talk	40
2009	6	User Talk	10043
2009	7	Article Talk	437
2009	7	Project Talk	20
2009	7	User Talk	385
2009	8	Article Talk	33604
2009	8	Project Talk	37
2009	8	User Talk	583
2009	9	Article Talk	5257
2009	9	Project Talk	21
2009	9	User Talk	566
2009	10	Article Talk	441
2009	10	Project Talk	17
2009	10	User Talk	1401
2009	11	Article Talk	317
2009	11	Project Talk	31
2009	11	User Talk	4400
2009	12	Article Talk	203
2009	12	Project Talk	43
2009	12	User Talk	1176
2010	1	Article Talk	143
2010	1	Project Talk	9
2010	1	User Talk	940
2010	2	Article Talk	210
2010	2	Project Talk	7
2010	2	User Talk	832
2010	3	Article Talk	69
2010	3	Project Talk	14
2010	3	User Talk	1600
2010	4	Article Talk	125
2010	4	Project Talk	15
2010	4	User Talk	147
2010	5	Article Talk	228
2010	5	Project Talk	20
2010	5	User Talk	450
2010	6	Article Talk	182
2010	6	Project Talk	10
2010	6	User Talk	724
2010	7	Article Talk	15279
2010	7	Project Talk	24
2010	7	User Talk	363
2010	8	Article Talk	321
2010	8	Project Talk	16
2010	8	User Talk	1301
2010	9	Article Talk	364
2010	9	Project Talk	14
2010	9	User Talk	2330
2010	10	Article Talk	170
2010	10	Project Talk	37
2010	10	User Talk	343
2010	11	Article Talk	240
2010	11	Project Talk	2
2010	11	User Talk	132
2010	12	Article Talk	614
2010	12	Project Talk	3
2010	12	User Talk	76
2011	1	Article Talk	165
2011	1	Project Talk	19
2011	1	User Talk	202
2011	2	Article Talk	153
2011	2	Project Talk	5
2011	2	User Talk	158
2011	3	Article Talk	10767
2011	3	Project Talk	341
2011	3	User Talk	164
2011	4	Article Talk	6357
2011	4	Project Talk	5
2011	4	User Talk	107
2011	5	Article Talk	255
2011	5	Project Talk	2
2011	5	User Talk	543
2011	6	Article Talk	139
2011	6	Project Talk	24
2011	6	User Talk	427
2011	7	Article Talk	147
2011	7	Project Talk	24
2011	7	User Talk	1552
2011	8	Article Talk	285
2011	8	Project Talk	31
2011	8	User Talk	2609
2011	9	Article Talk	227
2011	9	Project Talk	9
2011	9	User Talk	2333
2011	10	Article Talk	168
2011	10	Project Talk	31
2011	10	User Talk	2020
2011	11	Article Talk	193
2011	11	Project Talk	18
2011	11	User Talk	2552
2011	12	Article Talk	165
2011	12	Project Talk	20
2011	12	User Talk	2404
2012	1	Article Talk	3372
2012	1	Project Talk	16
2012	1	User Talk	2829
2012	2	Article Talk	593
2012	2	Project Talk	20
2012	2	User Talk	2100
2012	3	Article Talk	330
2012	3	Project Talk	51
2012	3	User Talk	1989
2012	4	Article Talk	262
2012	4	Project Talk	22
2012	4	User Talk	1762
2012	5	Article Talk	132
2012	5	Project Talk	5
2012	5	User Talk	2055
2012	6	Article Talk	242
2012	6	Project Talk	7
2012	6	User Talk	2121
2012	7	Article Talk	426
2012	7	Project Talk	55
2012	7	User Talk	2237
2012	8	Article Talk	420
2012	8	Project Talk	15
2012	8	User Talk	2274
2012	9	Article Talk	449
2012	9	Project Talk	14
2012	9	User Talk	2009
2012	10	Article Talk	269
2012	10	Project Talk	14
2012	10	User Talk	2281
2012	11	Article Talk	213
2012	11	Project Talk	36
2012	11	User Talk	2056
2012	12	Article Talk	141
2012	12	Project Talk	1
2012	12	User Talk	1830
2013	1	Article Talk	139
2013	1	User Talk	1982
2013	2	Article Talk	127
2013	2	Project Talk	4
2013	2	User Talk	1733
2013	3	Article Talk	211
2013	3	Project Talk	8
2013	3	User Talk	1790
2013	4	Article Talk	276
2013	4	Project Talk	7
2013	4	User Talk	1793
2013	5	Article Talk	643
2013	5	Project Talk	8
2013	5	User Talk	1688
2013	6	Article Talk	215
2013	6	Project Talk	2
2013	6	User Talk	1858
2013	7	Article Talk	381
2013	7	Project Talk	55
2013	7	User Talk	2459
2013	8	Article Talk	265
2013	8	Project Talk	179
2013	8	User Talk	2935
2013	9	Article Talk	244
2013	9	Project Talk	21
2013	9	User Talk	2563
2013	10	Article Talk	747
2013	10	Project Talk	52
2013	10	User Talk	3099
2013	11	Article Talk	1211
2013	11	Project Talk	25
2013	11	User Talk	2872
2013	12	Article Talk	321
2013	12	Project Talk	17
2013	12	User Talk	2938
2014	1	Article Talk	214
2014	1	Project Talk	39
2014	1	User Talk	3307
2014	2	Article Talk	616
2014	2	Project Talk	31
2014	2	User Talk	2437
2014	3	Article Talk	534
2014	3	Project Talk	30
2014	3	User Talk	2680
2014	4	Article Talk	499
2014	4	Project Talk	24
2014	4	User Talk	2541
2014	5	Article Talk	598
2014	5	Project Talk	30
2014	5	User Talk	3449
2014	6	Article Talk	777
2014	6	Project Talk	35
2014	6	User Talk	4521
2014	7	Article Talk	801
2014	7	Project Talk	23
2014	7	User Talk	5340
2014	8	Article Talk	721
2014	8	Project Talk	43
2014	8	User Talk	6374
2014	9	Article Talk	434
2014	9	Project Talk	28
2014	9	User Talk	5455
2014	10	Article Talk	6936
2014	10	Project Talk	22
2014	10	User Talk	5883
2014	11	Article Talk	497
2014	11	Project Talk	31
2014	11	User Talk	5761
2014	12	Article Talk	258
2014	12	Project Talk	17
2014	12	User Talk	5635
2015	1	Article Talk	144
2015	1	Project Talk	34
2015	1	User Talk	5839
2015	2	Article Talk	232
2015	2	Project Talk	29
2015	2	User Talk	4885
2015	3	Article Talk	247
2015	3	Project Talk	12
2015	3	User Talk	10901
2015	4	Article Talk	217
2015	4	Project Talk	10
2015	4	User Talk	18874
2015	5	Article Talk	390
2015	5	Project Talk	19
2015	5	User Talk	5467
2015	6	Article Talk	231
2015	6	Project Talk	2
2015	6	User Talk	6143
2015	7	Article Talk	297
2015	7	Project Talk	1
2015	7	User Talk	5591
2015	8	Article Talk	268
2015	8	Project Talk	21
2015	8	User Talk	5467
2015	9	Article Talk	177
2015	9	Project Talk	5
2015	9	User Talk	5017
2015	10	Article Talk	235
2015	10	Project Talk	11
2015	10	User Talk	5054
2015	11	Article Talk	50280
2015	11	Project Talk	23
2015	11	User Talk	4972
2015	12	Article Talk	260
2015	12	Project Talk	11
2015	12	User Talk	4697
2016	1	Article Talk	494
2016	1	Project Talk	11
2016	1	User Talk	5225
2016	2	Article Talk	234
2016	2	Project Talk	19
2016	2	User Talk	3789
2016	3	Article Talk	208
2016	3	Project Talk	9
2016	3	User Talk	3565
2016	4	Article Talk	327
2016	4	Project Talk	26
2016	4	User Talk	3987
2016	5	Article Talk	407
2016	5	Project Talk	28
2016	5	User Talk	4039
2016	6	Article Talk	171
2016	6	Project Talk	48
2016	6	User Talk	3981
2016	7	Article Talk	200
2016	7	Project Talk	18
2016	7	User Talk	3940
2016	8	Article Talk	269
2016	8	Project Talk	13
2016	8	User Talk	4355
2016	9	Article Talk	171
2016	9	Project Talk	8
2016	9	User Talk	4566
2016	10	Article Talk	321
2016	10	Project Talk	17
2016	10	User Talk	4475
2016	11	Article Talk	226
2016	11	Project Talk	23
2016	11	User Talk	5279
2016	12	Article Talk	777
2016	12	Project Talk	22
2016	12	User Talk	5110
2017	1	Article Talk	614
2017	1	Project Talk	57
2017	1	User Talk	6427
2017	2	Article Talk	343
2017	2	Project Talk	22
2017	2	User Talk	6216
2017	3	Article Talk	371
2017	3	Project Talk	53
2017	3	User Talk	5899
2017	4	Article Talk	492
2017	4	Project Talk	57
2017	4	User Talk	5627
2017	5	Article Talk	304
2017	5	Project Talk	49
2017	5	User Talk	5469
2017	6	Article Talk	245
2017	6	Project Talk	50
2017	6	User Talk	6214
2017	7	Article Talk	338
2017	7	Project Talk	17
2017	7	User Talk	6603
2017	8	Article Talk	168
2017	8	Project Talk	12
2017	8	User Talk	6587
2017	9	Article Talk	336
2017	9	Project Talk	83
2017	9	User Talk	6884
2017	10	Article Talk	284
2017	10	Project Talk	31
2017	10	User Talk	6330
2017	11	Article Talk	296
2017	11	Project Talk	55
2017	11	User Talk	7275
2017	12	Article Talk	504
2017	12	Project Talk	55
2017	12	User Talk	7485
2018	1	Article Talk	324
2018	1	Project Talk	35
2018	1	User Talk	7459
2018	2	Article Talk	342
2018	2	Project Talk	38
2018	2	User Talk	7785
2018	3	Article Talk	555
2018	3	Project Talk	35
2018	3	User Talk	6583
2018	4	Article Talk	438
2018	4	Project Talk	61
2018	4	User Talk	6950
2018	5	Article Talk	412
2018	5	Project Talk	54
2018	5	User Talk	7979
2018	6	Article Talk	346
2018	6	Project Talk	27
2018	6	User Talk	7916
2018	7	Article Talk	322
2018	7	Project Talk	18
2018	7	User Talk	9798
2018	8	Article Talk	368
2018	8	Project Talk	80
2018	8	User Talk	12109
2018	9	Article Talk	502
2018	9	Project Talk	91
2018	9	User Talk	12799
2018	10	Article Talk	460
2018	10	Project Talk	52
2018	10	User Talk	11063
2018	11	Article Talk	615
2018	11	Project Talk	61
2018	11	User Talk	9489
2018	12	Article Talk	391
2018	12	Project Talk	26
2018	12	User Talk	10103
2019	1	Article Talk	255
2019	1	Project Talk	65
2019	1	User Talk	9373
2019	2	Article Talk	784
2019	2	Project Talk	19
2019	2	User Talk	8332
2019	3	Article Talk	336
2019	3	Project Talk	14
2019	3	User Talk	9079
2019	4	Article Talk	246
2019	4	Project Talk	21
2019	4	User Talk	6512
2019	5	Article Talk	411
2019	5	Project Talk	21
2019	5	User Talk	6931
2019	6	Article Talk	238
2019	6	Project Talk	18
2019	6	User Talk	7630
2019	7	Article Talk	309
2019	7	Project Talk	58
2019	7	User Talk	8081
2019	8	Article Talk	548
2019	8	Project Talk	39
2019	8	User Talk	10489
2019	9	Article Talk	451
2019	9	Project Talk	35
2019	9	User Talk	10865
2019	10	Article Talk	230
2019	10	Project Talk	42
2019	10	User Talk	11341
2019	11	Article Talk	350
2019	11	Project Talk	28
2019	11	User Talk	9745
2019	12	Article Talk	228
2019	12	Project Talk	23
2019	12	User Talk	10339
2020	1	Article Talk	345
2020	1	Project Talk	30
2020	1	User Talk	9364
2020	2	Article Talk	618
2020	2	Project Talk	19
2020	2	User Talk	8540
2020	3	Article Talk	492
2020	3	Project Talk	15
2020	3	User Talk	9039
2020	4	Article Talk	386
2020	4	Project Talk	18
2020	4	User Talk	12068
2020	5	Article Talk	254
2020	5	Project Talk	39
2020	5	User Talk	11436
2020	6	Article Talk	244
2020	6	Project Talk	24
2020	6	User Talk	9605
2020	7	Article Talk	250
2020	7	Project Talk	17
2020	7	User Talk	9304
2020	8	Article Talk	292
2020	8	Project Talk	17
2020	8	User Talk	9153
2020	9	Article Talk	151
2020	9	Project Talk	18
2020	9	User Talk	8288
2020	10	Article Talk	248
2020	10	Project Talk	16
2020	10	User Talk	6653
2020	11	Article Talk	180
2020	11	Project Talk	12
2020	11	User Talk	5242
2020	12	Article Talk	265
2020	12	Project Talk	6
2020	12	User Talk	6481
2021	1	Article Talk	270
2021	1	Project Talk	19
2021	1	User Talk	7447
2021	2	Article Talk	239
2021	2	Project Talk	8
2021	2	User Talk	7361
2021	3	Article Talk	383
2021	3	Project Talk	18
2021	3	User Talk	7102
2021	4	Article Talk	226
2021	4	Project Talk	9
2021	4	User Talk	5512
2021	5	Article Talk	205
2021	5	Project Talk	25
2021	5	User Talk	6689
2021	6	Article Talk	143
2021	6	Project Talk	10
2021	6	User Talk	9039
2021	7	Article Talk	311
2021	7	Project Talk	25
2021	7	User Talk	7226
2021	8	Article Talk	275
2021	8	Project Talk	22
2021	8	User Talk	7087
2021	9	Article Talk	180
2021	9	Project Talk	8
2021	9	User Talk	8020
2021	10	Article Talk	373
2021	10	Project Talk	7
2021	10	User Talk	7105
2021	11	Article Talk	363
2021	11	Project Talk	21
2021	11	User Talk	7313
2021	12	Article Talk	242
2021	12	Project Talk	9
2021	12	User Talk	7019
2022	1	Article Talk	217
2022	1	Project Talk	11
2022	1	User Talk	7620
2022	2	Article Talk	154
2022	2	Project Talk	13
2022	2	User Talk	6551
2022	3	Article Talk	158
2022	3	Project Talk	27
2022	3	User Talk	6434
2022	4	Article Talk	252
2022	4	Project Talk	8
2022	4	User Talk	5873
2022	5	Article Talk	216
2022	5	Project Talk	9
2022	5	User Talk	6559
2022	6	Article Talk	202
2022	6	Project Talk	3
2022	6	User Talk	6807
2022	7	Article Talk	178
2022	7	Project Talk	15
2022	7	User Talk	6540
2022	8	Article Talk	407
2022	8	Project Talk	33
2022	8	User Talk	6518
2022	9	Article Talk	253
2022	9	Project Talk	19
2022	9	User Talk	6865
2022	10	Article Talk	677
2022	10	Project Talk	15
2022	10	User Talk	7046
2022	11	Article Talk	282
2022	11	Project Talk	15
2022	11	User Talk	6520
2022	12	Article Talk	256
2022	12	Project Talk	11
2022	12	User Talk	7004
2023	1	Article Talk	349
2023	1	Project Talk	16
2023	1	User Talk	7455
2023	2	Article Talk	267
2023	2	Project Talk	36
2023	2	User Talk	6736
2023	3	Article Talk	285
2023	3	Project Talk	25
2023	3	User Talk	7222
2023	4	Article Talk	246
2023	4	Project Talk	25
2023	4	User Talk	7211
2023	5	Article Talk	305
2023	5	Project Talk	17
2023	5	User Talk	6182
2023	6	Article Talk	1184
2023	6	Project Talk	44
2023	6	User Talk	5746
2023	7	Article Talk	178
2023	7	Project Talk	43
2023	7	User Talk	6141
2023	8	Article Talk	263
2023	8	Project Talk	9
2023	8	User Talk	6454
2023	9	Article Talk	159
2023	9	Project Talk	16
2023	9	User Talk	5821
2023	10	Article Talk	240
2023	10	Project Talk	34
2023	10	User Talk	5740
2023	11	Article Talk	154
2023	11	Project Talk	12
2023	11	User Talk	5164
2023	12	Article Talk	176
2023	12	Project Talk	5
2023	12	User Talk	5157
2024	1	Article Talk	203
2024	1	Project Talk	21
2024	1	User Talk	5918
2024	2	Article Talk	504
2024	2	Project Talk	34
2024	2	User Talk	4816
2024	3	Article Talk	262
2024	3	Project Talk	6
2024	3	User Talk	4395
2024	4	Article Talk	164
2024	4	Project Talk	17
2024	4	User Talk	4010
2024	5	Article Talk	139
2024	5	Project Talk	5
2024	5	User Talk	4178
2024	6	Article Talk	459
2024	6	Project Talk	8
2024	6	User Talk	4856
2024	7	Article Talk	811
2024	7	Project Talk	23
2024	7	User Talk	4927
2024	8	Article Talk	382
2024	8	Project Talk	10
2024	8	User Talk	4546
2024	9	Article Talk	497
2024	9	Project Talk	22
2024	9	User Talk	4927
2024	10	Article Talk	385
2024	10	Project Talk	22
2024	10	User Talk	4739
2024	11	Article Talk	295
2024	11	Project Talk	20
2024	11	User Talk	3927
2024	12	Article Talk	212
2024	12	Project Talk	17
2024	12	User Talk	4490
2025	1	Article Talk	729
2025	1	Project Talk	33
2025	1	User Talk	4647
2025	2	Article Talk	214
2025	2	Project Talk	8
2025	2	User Talk	3872
2025	3	Article Talk	352
2025	3	Project Talk	114
2025	3	User Talk	4115
2025	4	Article Talk	326
2025	4	Project Talk	16
2025	4	User Talk	3724
2025	5	Article Talk	424
2025	5	Project Talk	27
2025	5	User Talk	3458
2025	6	Article Talk	216
2025	6	Project Talk	7
2025	6	User Talk	3308
2025	7	Article Talk	160
2025	7	Project Talk	19
2025	7	User Talk	3744
2025	8	Article Talk	214
2025	8	Project Talk	12
2025	8	User Talk	2322
2025	9	Article Talk	82
2025	9	Project Talk	20
2025	9	User Talk	293
