edit_timestamp	platform	edit_count
20140202	mobile web	8
20140203	mobile web	2
20140205	mobile web	1
20140206	mobile web	4
20140207	mobile web	3
20140208	mobile web	8
20140210	mobile web	2
20140211	mobile web	4
20140212	mobile web	1
20140213	mobile web	1
20140215	mobile web	4
20140216	mobile web	1
20140217	mobile web	2
20140221	mobile web	2
20140222	mobile web	7
20140224	mobile web	1
20140225	mobile web	1
20140228	mobile web	3
20140301	mobile web	1
20140302	mobile web	2
20140303	mobile web	1
20140305	mobile web	3
20140306	mobile web	1
20140308	mobile web	4
20140310	mobile web	1
20140311	mobile web	7
20140314	mobile web	1
20140316	mobile web	11
20140317	mobile web	8
20140325	mobile web	4
20140326	mobile web	2
20140329	mobile web	3
20140331	mobile web	13
20140402	mobile web	1
20140404	mobile web	3
20140405	mobile web	2
20140407	mobile web	1
20140409	mobile web	2
20140410	mobile web	2
20140411	mobile web	1
20140412	mobile web	2
20140413	mobile web	7
20140414	mobile web	1
20140415	mobile web	1
20140416	mobile web	1
20140417	mobile web	2
20140418	mobile web	1
20140420	mobile web	3
20140422	mobile web	2
20140423	mobile web	2
20140427	mobile web	3
20140428	mobile web	1
20140429	mobile web	6
20140501	mobile web	6
20140502	mobile web	1
20140508	mobile web	6
20140509	mobile web	2
20140510	mobile web	1
20140511	mobile web	1
20140512	mobile web	6
20140513	mobile web	35
20140514	mobile web	10
20140515	mobile web	13
20140516	mobile web	10
20140517	mobile web	23
20140518	mobile web	1
20140519	mobile web	17
20140520	mobile web	16
20140521	mobile web	30
20140522	mobile web	17
20140523	mobile web	13
20140524	mobile web	21
20140525	mobile web	30
20140526	mobile web	18
20140527	mobile web	16
20140528	mobile web	7
20140529	mobile web	1
20140530	mobile web	35
20140531	mobile web	28
20140601	mobile web	10
20140602	mobile web	8
20140603	mobile web	1
20140604	mobile web	9
20140605	mobile web	2
20140606	mobile web	7
20140607	mobile web	7
20140608	mobile web	28
20140609	mobile web	2
20140610	mobile web	28
20140612	mobile web	12
20140614	mobile web	3
20140615	mobile web	12
20140616	mobile web	2
20140617	mobile web	1
20140618	mobile web	10
20140619	mobile web	3
20140620	mobile web	1
20140621	mobile web	2
20140622	mobile web	3
20140623	mobile web	5
20140624	mobile web	4
20140625	mobile web	7
20140626	mobile app	3
20140626	mobile web	7
20140627	mobile app	6
20140627	mobile web	6
20140628	mobile app	1
20140628	mobile web	10
20140629	mobile app	4
20140629	mobile web	7
20140630	mobile app	4
20140630	mobile web	6
20140701	mobile app	2
20140701	mobile web	2
20140702	mobile app	3
20140702	mobile web	3
20140703	mobile app	2
20140703	mobile web	4
20140704	mobile app	1
20140704	mobile web	2
20140705	mobile web	2
20140706	mobile app	1
20140706	mobile web	2
20140707	mobile web	3
20140708	mobile app	1
20140708	mobile web	5
20140709	mobile app	1
20140709	mobile web	18
20140710	mobile app	6
20140710	mobile web	57
20140711	mobile web	15
20140712	mobile web	35
20140713	mobile app	1
20140713	mobile web	15
20140715	mobile app	1
20140715	mobile web	8
20140716	mobile app	2
20140716	mobile web	4
20140717	mobile app	13
20140717	mobile web	13
20140718	mobile app	2
20140718	mobile web	3
20140719	mobile app	8
20140719	mobile web	9
20140720	mobile app	2
20140720	mobile web	6
20140721	mobile app	5
20140721	mobile web	12
20140722	mobile app	1
20140722	mobile web	6
20140723	mobile app	1
20140723	mobile web	4
20140724	mobile app	4
20140724	mobile web	4
20140725	mobile app	5
20140725	mobile web	7
20140726	mobile app	2
20140726	mobile web	2
20140727	mobile app	8
20140727	mobile web	12
20140728	mobile app	6
20140728	mobile web	6
20140729	mobile app	1
20140729	mobile web	3
20140730	mobile web	10
20140731	mobile app	3
20140731	mobile web	13
20140801	mobile app	1
20140801	mobile web	7
20140802	mobile app	4
20140802	mobile web	10
20140803	mobile app	2
20140803	mobile web	8
20140804	mobile web	4
20140805	mobile app	3
20140805	mobile web	4
20140806	mobile web	1
20140807	mobile app	4
20140807	mobile web	7
20140808	mobile app	5
20140808	mobile web	10
20140809	mobile app	3
20140809	mobile web	3
20140810	mobile app	3
20140810	mobile web	6
20140811	mobile app	10
20140811	mobile web	24
20140812	mobile app	3
20140812	mobile web	3
20140813	mobile app	9
20140813	mobile web	21
20140814	mobile app	1
20140814	mobile web	1
20140815	mobile app	3
20140815	mobile web	4
20140816	mobile app	1
20140816	mobile web	11
20140817	mobile app	6
20140817	mobile web	9
20140818	mobile app	2
20140818	mobile web	2
20140819	mobile app	1
20140820	mobile app	2
20140820	mobile web	2
20140821	mobile app	4
20140821	mobile web	5
20140822	mobile app	4
20140822	mobile web	4
20140823	mobile app	4
20140823	mobile web	16
20140824	mobile app	1
20140824	mobile web	4
20140825	mobile app	3
20140825	mobile web	11
20140826	mobile app	1
20140826	mobile web	4
20140827	mobile app	8
20140827	mobile web	14
20140828	mobile app	9
20140828	mobile web	14
20140830	mobile web	3
20140831	mobile app	3
20140831	mobile web	8
20140901	mobile app	2
20140901	mobile web	4
20140902	mobile app	10
20140902	mobile web	10
20140903	mobile app	4
20140903	mobile web	5
20140904	mobile app	2
20140904	mobile web	5
20140905	mobile app	3
20140905	mobile web	10
20140906	mobile app	2
20140906	mobile web	6
20140907	mobile web	4
20140908	mobile app	4
20140908	mobile web	7
20140909	mobile app	4
20140909	mobile web	8
20140910	mobile app	3
20140910	mobile web	10
20140911	mobile app	6
20140911	mobile web	14
20140912	mobile app	21
20140912	mobile web	25
20140913	mobile app	6
20140913	mobile web	7
20140914	mobile app	4
20140914	mobile web	7
20140915	mobile app	18
20140915	mobile web	36
20140916	mobile app	2
20140916	mobile web	6
20140917	mobile app	2
20140917	mobile web	4
20140918	mobile app	4
20140918	mobile web	8
20140919	mobile app	3
20140919	mobile web	7
20140920	mobile app	1
20140920	mobile web	2
20140921	mobile app	8
20140921	mobile web	9
20140922	mobile web	4
20140923	mobile web	1
20140924	mobile app	1
20140924	mobile web	8
20140925	mobile app	1
20140925	mobile web	1
20140926	mobile web	2
20140927	mobile app	1
20140927	mobile web	1
20140928	mobile app	2
20140928	mobile web	3
20140929	mobile app	12
20140929	mobile web	13
20140930	mobile app	3
20140930	mobile web	4
20141001	mobile web	2
20141002	mobile app	5
20141002	mobile web	8
20141003	mobile app	1
20141003	mobile web	6
20141004	mobile app	1
20141004	mobile web	2
20141005	mobile app	3
20141005	mobile web	5
20141006	mobile app	1
20141006	mobile web	3
20141007	mobile app	5
20141007	mobile web	5
20141008	mobile app	12
20141008	mobile web	14
20141009	mobile app	5
20141009	mobile web	5
20141010	mobile app	3
20141010	mobile web	5
20141011	mobile app	8
20141011	mobile web	14
20141012	mobile app	7
20141012	mobile web	12
20141013	mobile app	1
20141013	mobile web	9
20141014	mobile app	1
20141014	mobile web	4
20141015	mobile app	10
20141015	mobile web	11
20141016	mobile app	4
20141016	mobile web	10
20141017	mobile app	12
20141017	mobile web	12
20141018	mobile app	23
20141018	mobile web	30
20141019	mobile app	16
20141019	mobile web	22
20141020	mobile app	2
20141020	mobile web	4
20141021	mobile app	6
20141021	mobile web	6
20141022	mobile app	4
20141022	mobile web	8
20141023	mobile web	1
20141024	mobile app	8
20141024	mobile web	11
20141025	mobile app	6
20141025	mobile web	14
20141026	mobile app	4
20141026	mobile web	10
20141027	mobile app	1
20141027	mobile web	16
20141028	mobile app	3
20141028	mobile web	10
20141029	mobile web	3
20141030	mobile app	3
20141030	mobile web	3
20141031	mobile app	1
20141031	mobile web	1
20141101	mobile app	13
20141101	mobile web	17
20141102	mobile app	7
20141102	mobile web	7
20141103	mobile app	5
20141103	mobile web	7
20141104	mobile app	2
20141104	mobile web	6
20141105	mobile app	11
20141105	mobile web	13
20141106	mobile app	10
20141106	mobile web	11
20141107	mobile app	7
20141107	mobile web	9
20141108	mobile app	3
20141108	mobile web	5
20141109	mobile app	6
20141109	mobile web	9
20141110	mobile app	6
20141110	mobile web	15
20141111	mobile app	1
20141111	mobile web	5
20141112	mobile app	2
20141112	mobile web	5
20141113	mobile app	6
20141113	mobile web	16
20141114	mobile app	4
20141114	mobile web	10
20141115	mobile app	6
20141115	mobile web	15
20141116	mobile app	2
20141116	mobile web	9
20141117	mobile app	6
20141117	mobile web	9
20141118	mobile app	3
20141118	mobile web	7
20141119	mobile app	6
20141119	mobile web	48
20141120	mobile app	2
20141120	mobile web	12
20141121	mobile app	4
20141121	mobile web	10
20141122	mobile app	2
20141122	mobile web	7
20141123	mobile app	8
20141123	mobile web	17
20141124	mobile app	10
20141124	mobile web	12
20141125	mobile app	4
20141125	mobile web	6
20141126	mobile app	6
20141126	mobile web	7
20141127	mobile app	2
20141127	mobile web	5
20141128	mobile app	5
20141128	mobile web	9
20141129	mobile app	6
20141129	mobile web	14
20141130	mobile app	4
20141130	mobile web	8
20141201	mobile app	5
20141201	mobile web	7
20141202	mobile app	2
20141202	mobile web	10
20141203	mobile app	2
20141203	mobile web	8
20141204	mobile app	2
20141204	mobile web	5
20141205	mobile app	16
20141205	mobile web	18
20141206	mobile app	39
20141206	mobile web	40
20141207	mobile app	23
20141207	mobile web	29
20141208	mobile app	1
20141208	mobile web	5
20141209	mobile app	19
20141209	mobile web	20
20141210	mobile app	1
20141210	mobile web	3
20141211	mobile app	8
20141211	mobile web	17
20141212	mobile web	6
20141213	mobile app	20
20141213	mobile web	29
20141214	mobile app	14
20141214	mobile web	23
20141215	mobile app	4
20141215	mobile web	15
20141216	mobile app	32
20141216	mobile web	36
20141217	mobile app	7
20141217	mobile web	11
20141218	mobile app	12
20141218	mobile web	17
20141219	mobile app	15
20141219	mobile web	18
20141220	mobile app	5
20141220	mobile web	9
20141221	mobile app	1
20141221	mobile web	6
20141222	mobile app	1
20141222	mobile web	3
20141223	mobile app	5
20141223	mobile web	7
20141224	mobile app	12
20141224	mobile web	18
20141225	mobile app	6
20141225	mobile web	15
20141226	mobile app	2
20141226	mobile web	4
20141227	mobile app	28
20141227	mobile web	33
20141228	mobile app	11
20141228	mobile web	18
20141229	mobile app	8
20141229	mobile web	11
20141230	mobile web	3
20141231	mobile app	4
20141231	mobile web	4
20150101	mobile app	8
20150101	mobile web	11
20150102	mobile app	9
20150102	mobile web	15
20150103	mobile app	4
20150103	mobile web	10
20150104	mobile app	9
20150104	mobile web	12
20150105	mobile app	12
20150105	mobile web	20
20150106	mobile web	3
20150107	mobile app	2
20150107	mobile web	11
20150108	mobile app	9
20150108	mobile web	17
20150109	mobile app	6
20150109	mobile web	13
20150110	mobile app	3
20150110	mobile web	6
20150111	mobile app	2
20150111	mobile web	4
20150112	mobile app	9
20150112	mobile web	11
20150113	mobile app	15
20150113	mobile web	21
20150114	mobile app	1
20150114	mobile web	7
20150115	mobile app	4
20150115	mobile web	6
20150116	mobile app	4
20150116	mobile web	6
20150117	mobile app	4
20150117	mobile web	5
20150118	mobile app	6
20150118	mobile web	10
20150119	mobile app	4
20150119	mobile web	6
20150120	mobile app	9
20150120	mobile web	14
20150121	mobile app	2
20150121	mobile web	2
20150122	mobile app	9
20150122	mobile web	14
20150123	mobile app	6
20150123	mobile web	15
20150124	mobile app	4
20150124	mobile web	7
20150125	mobile app	8
20150125	mobile web	12
20150126	mobile app	7
20150126	mobile web	11
20150127	mobile app	3
20150127	mobile web	12
20150128	mobile app	12
20150128	mobile web	16
20150129	mobile app	14
20150129	mobile web	30
20150130	mobile app	1
20150130	mobile web	3
20150131	mobile app	10
20150131	mobile web	18
20150201	mobile app	13
20150201	mobile web	19
20150202	mobile app	12
20150202	mobile web	19
20150203	mobile app	3
20150203	mobile web	9
20150204	mobile app	5
20150204	mobile web	15
20150205	mobile app	1
20150205	mobile web	11
20150206	mobile app	7
20150206	mobile web	8
20150207	mobile app	7
20150207	mobile web	9
20150208	mobile app	12
20150208	mobile web	21
20150209	mobile app	3
20150209	mobile web	5
20150210	mobile app	2
20150210	mobile web	8
20150211	mobile app	6
20150211	mobile web	8
20150212	mobile app	4
20150212	mobile web	4
20150213	mobile app	1
20150213	mobile web	1
20150214	mobile app	1
20150214	mobile web	8
20150215	mobile app	10
20150215	mobile web	11
20150216	mobile app	14
20150216	mobile web	14
20150217	mobile app	7
20150217	mobile web	9
20150218	mobile app	2
20150218	mobile web	3
20150219	mobile app	2
20150219	mobile web	2
20150220	mobile app	7
20150220	mobile web	6
20150221	mobile app	4
20150221	mobile web	5
20150222	mobile app	1
20150222	mobile web	7
20150223	mobile web	7
20150224	mobile app	4
20150224	mobile web	7
20150225	mobile app	1
20150225	mobile web	18
20150226	mobile app	2
20150226	mobile web	10
20150227	mobile app	4
20150227	mobile web	39
20150228	mobile app	9
20150228	mobile web	20
20150301	mobile app	5
20150301	mobile web	19
20150302	mobile app	3
20150302	mobile web	12
20150303	mobile app	6
20150303	mobile web	17
20150304	mobile app	4
20150304	mobile web	9
20150305	mobile app	2
20150305	mobile web	9
20150306	mobile app	2
20150306	mobile web	4
20150307	mobile app	10
20150307	mobile web	29
20150308	mobile web	8
20150309	mobile app	5
20150309	mobile web	9
20150310	mobile app	4
20150310	mobile web	26
20150311	mobile app	3
20150311	mobile web	3
20150312	mobile app	8
20150312	mobile web	8
20150313	mobile app	5
20150313	mobile web	10
20150314	mobile app	4
20150314	mobile web	5
20150315	mobile app	9
20150315	mobile web	15
20150316	mobile web	4
20150317	mobile app	3
20150317	mobile web	7
20150318	mobile app	2
20150318	mobile web	4
20150319	mobile app	1
20150319	mobile web	4
20150320	mobile app	4
20150320	mobile web	4
20150321	mobile app	6
20150321	mobile web	7
20150322	mobile app	5
20150322	mobile web	9
20150323	mobile app	4
20150323	mobile web	6
20150324	mobile app	7
20150324	mobile web	13
20150325	mobile app	4
20150325	mobile web	6
20150326	mobile app	2
20150326	mobile web	2
20150327	mobile app	4
20150327	mobile web	9
20150328	mobile app	4
20150328	mobile web	6
20150329	mobile app	5
20150329	mobile web	13
20150330	mobile app	3
20150330	mobile web	6
20150331	mobile app	5
20150331	mobile web	11
20150401	mobile app	5
20150401	mobile web	8
20150402	mobile app	7
20150402	mobile web	10
20150403	mobile app	3
20150403	mobile web	7
20150404	mobile app	19
20150404	mobile web	24
20150405	mobile app	6
20150405	mobile web	17
20150406	mobile app	5
20150406	mobile web	22
20150407	mobile app	2
20150407	mobile web	5
20150408	mobile app	1
20150408	mobile web	21
20150409	mobile app	9
20150409	mobile web	17
20150410	mobile web	11
20150411	mobile app	11
20150411	mobile web	18
20150412	mobile app	3
20150412	mobile web	6
20150413	mobile app	2
20150413	mobile web	8
20150414	mobile app	5
20150414	mobile web	12
20150415	mobile app	6
20150415	mobile web	11
20150416	mobile app	5
20150416	mobile web	11
20150417	mobile app	3
20150417	mobile web	10
20150418	mobile app	4
20150418	mobile web	11
20150419	mobile app	4
20150419	mobile web	16
20150420	mobile app	6
20150420	mobile web	11
20150421	mobile app	11
20150421	mobile web	18
20150422	mobile app	7
20150422	mobile web	13
20150423	mobile app	3
20150423	mobile web	9
20150424	mobile app	5
20150424	mobile web	8
20150425	mobile app	10
20150425	mobile web	12
20150426	mobile app	5
20150426	mobile web	19
20150427	mobile app	8
20150427	mobile web	27
20150428	mobile app	8
20150428	mobile web	50
20150429	mobile app	2
20150429	mobile web	34
20150430	mobile app	6
20150430	mobile web	15
20150501	mobile app	7
20150501	mobile web	47
20150502	mobile app	2
20150502	mobile web	44
20150503	mobile app	9
20150503	mobile web	37
20150504	mobile app	4
20150504	mobile web	21
20150505	mobile app	6
20150505	mobile web	23
20150506	mobile app	3
20150506	mobile web	15
20150507	mobile app	4
20150507	mobile web	12
20150508	mobile app	3
20150508	mobile web	5
20150509	mobile app	4
20150509	mobile web	15
20150510	mobile app	5
20150510	mobile web	19
20150511	mobile app	8
20150511	mobile web	12
20150512	mobile app	4
20150512	mobile web	9
20150513	mobile app	5
20150513	mobile web	26
20150514	mobile app	9
20150514	mobile web	76
20150515	mobile app	2
20150515	mobile web	45
20150516	mobile app	7
20150516	mobile web	39
20150517	mobile app	5
20150517	mobile web	46
20150518	mobile app	3
20150518	mobile web	88
20150519	mobile app	4
20150519	mobile web	26
20150520	mobile app	9
20150520	mobile web	69
20150521	mobile app	3
20150521	mobile web	63
20150522	mobile app	4
20150522	mobile web	29
20150523	mobile app	3
20150523	mobile web	36
20150524	mobile web	43
20150525	mobile app	6
20150525	mobile web	33
20150526	mobile app	9
20150526	mobile web	34
20150527	mobile app	1
20150527	mobile web	29
20150528	mobile app	40
20150528	mobile web	68
20150529	mobile app	26
20150529	mobile web	67
20150530	mobile app	17
20150530	mobile web	38
20150531	mobile app	14
20150531	mobile web	26
20150601	mobile app	31
20150601	mobile web	73
20150602	mobile app	4
20150602	mobile web	38
20150603	mobile app	22
20150603	mobile web	40
20150604	mobile app	2
20150604	mobile web	11
20150605	mobile app	7
20150605	mobile web	25
20150606	mobile app	8
20150606	mobile web	60
20150607	mobile app	19
20150607	mobile web	50
20150608	mobile app	4
20150608	mobile web	33
20150609	mobile app	8
20150609	mobile web	74
20150610	mobile app	7
20150610	mobile web	58
20150611	mobile app	1
20150611	mobile web	42
20150612	mobile app	7
20150612	mobile web	53
20150613	mobile web	59
20150614	mobile app	5
20150614	mobile web	105
20150615	mobile app	6
20150615	mobile web	67
20150616	mobile app	8
20150616	mobile web	65
20150617	mobile app	8
20150617	mobile web	64
20150618	mobile app	5
20150618	mobile web	54
20150619	mobile app	4
20150619	mobile web	66
20150620	mobile app	10
20150620	mobile web	85
20150621	mobile app	6
20150621	mobile web	67
20150622	mobile app	6
20150622	mobile web	68
20150623	mobile app	7
20150623	mobile web	57
20150624	mobile app	5
20150624	mobile web	14
20150625	mobile app	2
20150625	mobile web	35
20150626	mobile app	13
20150626	mobile web	56
20150627	mobile app	7
20150627	mobile web	16
20150628	mobile app	3
20150628	mobile web	18
20150629	mobile app	7
20150629	mobile web	38
20150630	mobile app	4
20150630	mobile web	22
20150701	mobile app	3
20150701	mobile web	32
20150702	mobile app	14
20150702	mobile web	22
20150703	mobile app	6
20150703	mobile web	36
20150704	mobile app	7
20150704	mobile web	13
20150705	mobile app	10
20150705	mobile web	25
20150706	mobile app	7
20150706	mobile web	12
20150707	mobile app	5
20150707	mobile web	15
20150708	mobile app	6
20150708	mobile web	38
20150709	mobile app	4
20150709	mobile web	17
20150710	mobile app	5
20150710	mobile web	12
20150711	mobile app	13
20150711	mobile web	24
20150712	mobile app	16
20150712	mobile web	29
20150713	mobile app	1
20150713	mobile web	11
20150714	mobile app	12
20150714	mobile web	17
20150715	mobile app	8
20150715	mobile web	9
20150716	mobile app	12
20150716	mobile web	22
20150717	mobile app	12
20150717	mobile web	23
20150718	mobile app	8
20150718	mobile web	21
20150719	mobile app	7
20150719	mobile web	26
20150720	mobile app	4
20150720	mobile web	18
20150721	mobile app	4
20150721	mobile web	36
20150722	mobile app	5
20150722	mobile web	85
20150723	mobile app	9
20150723	mobile web	44
20150724	mobile app	5
20150724	mobile web	45
20150725	mobile app	7
20150725	mobile web	42
20150726	mobile app	7
20150726	mobile web	57
20150727	mobile app	4
20150727	mobile web	102
20150728	mobile app	10
20150728	mobile web	58
20150729	mobile app	14
20150729	mobile web	99
20150730	mobile app	3
20150730	mobile web	22
20150731	mobile app	9
20150731	mobile web	20
20150801	mobile app	2
20150801	mobile web	12
20150802	mobile app	9
20150802	mobile web	23
20150803	mobile app	6
20150803	mobile web	40
20150804	mobile app	2
20150804	mobile web	28
20150805	mobile app	20
20150805	mobile web	31
20150806	mobile app	19
20150806	mobile web	39
20150807	mobile app	4
20150807	mobile web	8
20150808	mobile app	6
20150808	mobile web	12
20150809	mobile app	21
20150809	mobile web	36
20150810	mobile app	7
20150810	mobile web	19
20150811	mobile app	5
20150811	mobile web	27
20150812	mobile app	33
20150812	mobile web	42
20150813	mobile app	56
20150813	mobile web	63
20150814	mobile app	19
20150814	mobile web	20
20150815	mobile app	6
20150815	mobile web	16
20150816	mobile app	11
20150816	mobile web	24
20150817	mobile app	22
20150817	mobile web	27
20150818	mobile app	15
20150818	mobile web	27
20150819	mobile app	32
20150819	mobile web	52
20150820	mobile app	18
20150820	mobile web	31
20150821	mobile app	2
20150821	mobile web	14
20150822	mobile app	45
20150822	mobile web	57
20150823	mobile app	8
20150823	mobile web	29
20150824	mobile app	10
20150824	mobile web	17
20150825	mobile app	26
20150825	mobile web	34
20150826	mobile app	17
20150826	mobile web	36
20150827	mobile app	30
20150827	mobile web	42
20150828	mobile app	19
20150828	mobile web	20
20150829	mobile app	9
20150829	mobile web	29
20150830	mobile app	7
20150830	mobile web	21
20150831	mobile app	7
20150831	mobile web	18
20150901	mobile app	8
20150901	mobile web	24
20150902	mobile app	13
20150902	mobile web	21
20150903	mobile app	12
20150903	mobile web	24
20150904	mobile app	11
20150904	mobile web	16
20150905	mobile app	19
20150905	mobile web	35
20150906	mobile app	18
20150906	mobile web	47
20150907	mobile app	2
20150907	mobile web	8
20150908	mobile app	7
20150908	mobile web	16
20150909	mobile app	11
20150909	mobile web	27
20150910	mobile app	18
20150910	mobile web	39
20150911	mobile app	21
20150911	mobile web	31
20150912	mobile app	33
20150912	mobile web	33
20150913	mobile app	5
20150913	mobile web	13
20150914	mobile app	8
20150914	mobile web	15
20150915	mobile app	8
20150915	mobile web	17
20150916	mobile app	28
20150916	mobile web	39
20150917	mobile app	18
20150917	mobile web	37
20150918	mobile app	12
20150918	mobile web	31
20150919	mobile app	12
20150919	mobile web	28
20150920	mobile app	5
20150920	mobile web	17
20150921	mobile app	26
20150921	mobile web	40
20150922	mobile app	6
20150922	mobile web	11
20150923	mobile app	8
20150923	mobile web	29
20150924	mobile app	5
20150924	mobile web	12
20150925	mobile app	9
20150925	mobile web	27
20150926	mobile app	29
20150926	mobile web	44
20150927	mobile app	18
20150927	mobile web	29
20150928	mobile app	16
20150928	mobile web	31
20150929	mobile app	15
20150929	mobile web	27
20150930	mobile app	2
20150930	mobile web	6
20151001	mobile web	12
20151002	mobile app	9
20151002	mobile web	32
20151003	mobile app	11
20151003	mobile web	19
20151004	mobile app	6
20151004	mobile web	37
20151005	mobile app	4
20151005	mobile web	25
20151006	mobile app	6
20151006	mobile web	14
20151007	mobile app	11
20151007	mobile web	22
20151008	mobile app	6
20151008	mobile web	24
20151009	mobile app	10
20151009	mobile web	18
20151010	mobile app	6
20151010	mobile web	12
20151011	mobile app	15
20151011	mobile web	21
20151012	mobile app	9
20151012	mobile web	23
20151013	mobile app	7
20151013	mobile web	25
20151014	mobile app	10
20151014	mobile web	28
20151015	mobile app	8
20151015	mobile web	19
20151016	mobile app	7
20151016	mobile web	21
20151017	mobile app	5
20151017	mobile web	13
20151018	mobile app	1
20151018	mobile web	44
20151019	mobile app	7
20151019	mobile web	20
20151020	mobile app	14
20151020	mobile web	16
20151021	mobile app	9
20151021	mobile web	21
20151022	mobile app	11
20151022	mobile web	33
20151023	mobile app	8
20151023	mobile web	21
20151024	mobile app	15
20151024	mobile web	26
20151025	mobile app	6
20151025	mobile web	18
20151026	mobile app	10
20151026	mobile web	23
20151027	mobile app	15
20151027	mobile web	34
20151028	mobile app	6
20151028	mobile web	24
20151029	mobile app	11
20151029	mobile web	36
20151030	mobile app	9
20151030	mobile web	32
20151031	mobile app	8
20151031	mobile web	30
20151101	mobile app	7
20151101	mobile web	34
20151102	mobile app	2
20151102	mobile web	25
20151103	mobile app	3
20151103	mobile web	9
20151104	mobile app	12
20151104	mobile web	37
20151105	mobile app	9
20151105	mobile web	23
20151106	mobile app	9
20151106	mobile web	23
20151107	mobile app	14
20151107	mobile web	20
20151108	mobile app	10
20151108	mobile web	27
20151109	mobile app	16
20151109	mobile web	23
20151110	mobile app	3
20151110	mobile web	8
20151111	mobile app	5
20151111	mobile web	10
20151112	mobile app	18
20151112	mobile web	29
20151113	mobile app	12
20151113	mobile web	28
20151114	mobile app	8
20151114	mobile web	13
20151115	mobile app	16
20151115	mobile web	32
20151116	mobile app	7
20151116	mobile web	14
20151117	mobile app	27
20151117	mobile web	43
20151118	mobile app	13
20151118	mobile web	33
20151119	mobile app	7
20151119	mobile web	43
20151120	mobile app	16
20151120	mobile web	54
20151121	mobile app	22
20151121	mobile web	31
20151122	mobile app	30
20151122	mobile web	46
20151123	mobile app	29
20151123	mobile web	34
20151124	mobile app	8
20151124	mobile web	38
20151125	mobile app	5
20151125	mobile web	41
20151126	mobile app	4
20151126	mobile web	44
20151127	mobile app	11
20151127	mobile web	28
20151128	mobile app	18
20151128	mobile web	42
20151129	mobile app	9
20151129	mobile web	44
20151130	mobile app	8
20151130	mobile web	17
20151201	mobile app	14
20151201	mobile web	25
20151202	mobile app	14
20151202	mobile web	20
20151203	mobile app	18
20151203	mobile web	25
20151204	mobile app	14
20151204	mobile web	39
20151205	mobile app	13
20151205	mobile web	46
20151206	mobile app	12
20151206	mobile web	28
20151207	mobile app	16
20151207	mobile web	41
20151208	mobile app	14
20151208	mobile web	29
20151209	mobile app	10
20151209	mobile web	51
20151210	mobile app	20
20151210	mobile web	34
20151211	mobile app	8
20151211	mobile web	17
20151212	mobile app	15
20151212	mobile web	31
20151213	mobile app	13
20151213	mobile web	22
20151214	mobile app	9
20151214	mobile web	14
20151215	mobile app	13
20151215	mobile web	23
20151216	mobile app	8
20151216	mobile web	14
20151217	mobile app	4
20151217	mobile web	22
20151218	mobile app	10
20151218	mobile web	25
20151219	mobile app	10
20151219	mobile web	22
20151220	mobile app	16
20151220	mobile web	26
20151221	mobile app	14
20151221	mobile web	24
20151222	mobile app	4
20151222	mobile web	11
20151223	mobile app	13
20151223	mobile web	30
20151224	mobile app	12
20151224	mobile web	29
20151225	mobile app	7
20151225	mobile web	11
20151226	mobile app	4
20151226	mobile web	16
20151227	mobile app	4
20151227	mobile web	8
20151228	mobile app	5
20151228	mobile web	19
20151229	mobile app	15
20151229	mobile web	19
20151230	mobile app	15
