edit_timestamp	platform	edit_count
20140802	mobile web	1
20140803	mobile app	1
20140803	mobile web	1
20140804	mobile app	4
20140804	mobile web	4
20140805	mobile web	1
20140807	mobile web	4
20140808	mobile app	1
20140808	mobile web	1
20140809	mobile web	1
20140810	mobile app	3
20140810	mobile web	5
20140811	mobile app	1
20140811	mobile web	1
20140816	mobile app	2
20140816	mobile web	3
20140817	mobile app	1
20140817	mobile web	1
20140818	mobile web	1
20140820	mobile app	1
20140820	mobile web	1
20140821	mobile app	2
20140821	mobile web	3
20140823	mobile web	4
20140824	mobile app	1
20140824	mobile web	1
20140826	mobile web	2
20140902	mobile app	2
20140902	mobile web	2
20140903	mobile web	1
20140904	mobile app	2
20140904	mobile web	2
20140905	mobile app	8
20140905	mobile web	8
20140906	mobile app	1
20140906	mobile web	1
20140909	mobile app	1
20140909	mobile web	1
20140910	mobile app	2
20140910	mobile web	2
20140912	mobile web	2
20140914	mobile app	1
20140914	mobile web	1
20140915	mobile app	2
20140915	mobile web	2
20140916	mobile app	1
20140916	mobile web	1
20140917	mobile app	3
20140917	mobile web	3
20140920	mobile web	1
20140921	mobile web	2
20140923	mobile app	1
20140923	mobile web	1
20140925	mobile app	2
20140925	mobile web	3
20140926	mobile app	1
20140926	mobile web	1
20140927	mobile app	4
20140927	mobile web	5
20140928	mobile app	5
20140928	mobile web	5
20141001	mobile app	1
20141001	mobile web	1
20141003	mobile web	2
20141004	mobile app	1
20141004	mobile web	2
20141005	mobile app	2
20141005	mobile web	12
20141006	mobile web	32
20141007	mobile web	1
20141008	mobile app	1
20141008	mobile web	1
20141011	mobile web	2
20141013	mobile app	1
20141013	mobile web	1
20141015	mobile app	1
20141015	mobile web	3
20141016	mobile web	1
20141017	mobile app	4
20141017	mobile web	4
20141018	mobile app	1
20141018	mobile web	1
20141020	mobile app	1
20141020	mobile web	1
20141025	mobile web	1
20141031	mobile app	3
20141031	mobile web	3
20141103	mobile app	2
20141103	mobile web	3
20141104	mobile app	1
20141104	mobile web	1
20141107	mobile web	3
20141109	mobile app	1
20141109	mobile web	2
20141110	mobile app	1
20141110	mobile web	1
20141115	mobile web	1
20141117	mobile app	2
20141117	mobile web	2
20141123	mobile web	1
20141130	mobile web	5
20141201	mobile web	1
20141203	mobile web	8
20141204	mobile app	1
20141204	mobile web	1
20141205	mobile web	1
20141206	mobile app	1
20141206	mobile web	1
20141207	mobile web	1
20141210	mobile app	1
20141210	mobile web	1
20141213	mobile app	2
20141213	mobile web	2
20141215	mobile app	1
20141215	mobile web	1
20141216	mobile app	2
20141216	mobile web	2
20141220	mobile app	2
20141220	mobile web	2
20141221	mobile app	3
20141221	mobile web	3
20141222	mobile app	1
20141222	mobile web	1
20141223	mobile app	1
20141223	mobile web	1
20141224	mobile app	1
20141224	mobile web	1
20141225	mobile app	1
20141225	mobile web	1
20141226	mobile app	2
20141226	mobile web	2
20141229	mobile app	2
20141229	mobile web	2
20141230	mobile app	3
20141230	mobile web	4
20150102	mobile app	2
20150102	mobile web	2
20150103	mobile app	1
20150103	mobile web	1
20150104	mobile app	2
20150104	mobile web	2
20150106	mobile app	1
20150106	mobile web	1
20150107	mobile app	2
20150107	mobile web	2
20150108	mobile web	1
20150110	mobile app	1
20150110	mobile web	1
20150111	mobile app	8
20150111	mobile web	8
20150112	mobile app	2
20150112	mobile web	2
20150113	mobile app	2
20150113	mobile web	2
20150116	mobile app	1
20150116	mobile web	1
20150117	mobile app	2
20150117	mobile web	1
20150119	mobile web	1
20150126	mobile app	4
20150126	mobile web	4
20150127	mobile app	1
20150128	mobile app	2
20150128	mobile web	2
20150201	mobile web	2
20150202	mobile app	7
20150202	mobile web	7
20150203	mobile app	37
20150203	mobile web	37
20150204	mobile app	22
20150204	mobile web	22
20150205	mobile app	5
20150205	mobile web	5
20150206	mobile app	6
20150206	mobile web	6
20150207	mobile app	23
20150207	mobile web	23
20150208	mobile app	6
20150208	mobile web	6
20150209	mobile app	14
20150209	mobile web	14
20150210	mobile app	9
20150210	mobile web	9
20150211	mobile app	7
20150211	mobile web	7
20150212	mobile app	7
20150212	mobile web	7
20150213	mobile app	9
20150213	mobile web	9
20150214	mobile app	11
20150214	mobile web	11
20150215	mobile app	7
20150215	mobile web	7
20150216	mobile app	9
20150216	mobile web	11
20150218	mobile app	13
20150218	mobile web	13
20150219	mobile app	6
20150219	mobile web	6
20150220	mobile app	14
20150220	mobile web	14
20150221	mobile app	27
20150221	mobile web	27
20150222	mobile app	12
20150222	mobile web	12
20150223	mobile app	6
20150223	mobile web	6
20150224	mobile app	6
20150224	mobile web	6
20150225	mobile app	34
20150225	mobile web	34
20150226	mobile app	12
20150226	mobile web	12
20150227	mobile app	8
20150227	mobile web	8
20150228	mobile app	12
20150228	mobile web	12
20150301	mobile app	20
20150301	mobile web	20
20150303	mobile app	15
20150303	mobile web	15
20150304	mobile app	3
20150304	mobile web	3
20150305	mobile app	57
20150305	mobile web	57
20150306	mobile app	10
20150306	mobile web	10
20150307	mobile app	4
20150307	mobile web	4
20150308	mobile app	9
20150308	mobile web	9
20150309	mobile app	17
20150309	mobile web	17
20150310	mobile app	4
20150310	mobile web	4
20150311	mobile app	2
20150311	mobile web	2
20150312	mobile app	5
20150312	mobile web	5
20150313	mobile app	24
20150313	mobile web	24
20150314	mobile app	26
20150314	mobile web	26
20150315	mobile app	23
20150315	mobile web	23
20150316	mobile app	51
20150316	mobile web	51
20150317	mobile app	5
20150317	mobile web	5
20150318	mobile app	11
20150318	mobile web	11
20150320	mobile app	2
20150320	mobile web	2
20150326	mobile app	1
20150326	mobile web	1
20150329	mobile app	1
20150329	mobile web	1
20150401	mobile app	2
20150401	mobile web	2
20150402	mobile web	2
20150403	mobile app	2
20150403	mobile web	4
20150406	mobile app	3
20150406	mobile web	3
20150410	mobile app	2
20150410	mobile web	2
20150412	mobile app	2
20150412	mobile web	2
20150413	mobile app	1
20150413	mobile web	1
20150414	mobile app	1
20150414	mobile web	1
20150415	mobile app	1
20150415	mobile web	1
20150416	mobile app	2
20150416	mobile web	3
20150417	mobile app	1
20150417	mobile web	1
20150420	mobile app	6
20150420	mobile web	6
20150421	mobile app	2
20150421	mobile web	2
20150422	mobile app	2
20150422	mobile web	2
20150423	mobile app	1
20150423	mobile web	1
20150424	mobile app	2
20150424	mobile web	2
20150426	mobile app	2
20150426	mobile web	3
20150505	mobile app	1
20150505	mobile web	1
20150506	mobile app	3
20150506	mobile web	3
20150508	mobile app	1
20150508	mobile web	1
20150510	mobile app	6
20150510	mobile web	6
20150511	mobile app	3
20150511	mobile web	3
20150514	mobile app	1
20150514	mobile web	1
20150515	mobile app	2
20150515	mobile web	2
20150518	mobile app	1
20150518	mobile web	1
20150519	mobile web	1
20150520	mobile app	3
20150520	mobile web	3
20150522	mobile web	1
20150524	mobile app	1
20150524	mobile web	2
20150525	mobile app	1
20150525	mobile web	1
20150529	mobile app	2
20150529	mobile web	2
20150530	mobile app	1
20150530	mobile web	1
20150531	mobile app	1
20150531	mobile web	1
20150602	mobile app	1
20150602	mobile web	1
20150605	mobile web	1
20150606	mobile app	6
20150606	mobile web	6
20150607	mobile web	1
20150608	mobile app	2
20150608	mobile web	2
20150609	mobile app	1
20150609	mobile web	1
20150611	mobile app	1
20150611	mobile web	1
20150612	mobile web	1
20150616	mobile app	2
20150616	mobile web	2
20150618	mobile app	1
20150618	mobile web	2
20150620	mobile app	2
20150620	mobile web	2
20150621	mobile app	2
20150621	mobile web	2
20150622	mobile app	7
20150622	mobile web	9
20150623	mobile app	13
20150623	mobile web	15
20150624	mobile app	4
20150624	mobile web	4
20150625	mobile web	2
20150626	mobile app	1
20150626	mobile web	1
20150628	mobile app	9
20150628	mobile web	9
20150629	mobile app	2
20150629	mobile web	2
20150701	mobile app	2
20150701	mobile web	2
20150702	mobile app	3
20150702	mobile web	3
20150703	mobile app	4
20150703	mobile web	7
20150704	mobile app	4
20150704	mobile web	4
20150705	mobile app	4
20150705	mobile web	5
20150707	mobile app	4
20150707	mobile web	4
20150708	mobile app	2
20150708	mobile web	2
20150709	mobile app	3
20150709	mobile web	3
20150711	mobile app	2
20150711	mobile web	2
20150712	mobile app	6
20150712	mobile web	6
20150713	mobile app	1
20150713	mobile web	6
20150714	mobile app	2
20150714	mobile web	2
20150715	mobile app	2
20150715	mobile web	2
20150716	mobile app	15
20150716	mobile web	15
20150717	mobile app	11
20150717	mobile web	11
20150718	mobile app	2
20150718	mobile web	2
20150719	mobile web	8
20150720	mobile app	1
20150720	mobile web	1
20150721	mobile app	6
20150721	mobile web	12
20150722	mobile app	3
20150722	mobile web	3
20150723	mobile app	21
20150723	mobile web	26
20150725	mobile app	5
20150725	mobile web	5
20150726	mobile app	9
20150726	mobile web	11
20150727	mobile app	25
20150727	mobile web	28
20150728	mobile app	5
20150728	mobile web	10
20150729	mobile app	1
20150729	mobile web	6
20150730	mobile app	1
20150730	mobile web	1
20150731	mobile web	5
20150801	mobile app	1
20150801	mobile web	6
20150802	mobile app	4
20150802	mobile web	6
20150803	mobile app	4
20150803	mobile web	12
20150805	mobile app	1
20150805	mobile web	6
20150806	mobile app	6
20150806	mobile web	11
20150807	mobile app	1
20150807	mobile web	1
20150808	mobile app	7
20150808	mobile web	8
20150809	mobile app	1
20150809	mobile web	1
20150810	mobile web	1
20150811	mobile app	4
20150811	mobile web	4
20150812	mobile app	8
20150812	mobile web	8
20150813	mobile app	4
20150813	mobile web	5
20150814	mobile app	8
20150814	mobile web	8
20150815	mobile app	24
20150815	mobile web	24
20150816	mobile app	3
20150816	mobile web	3
20150817	mobile app	10
20150817	mobile web	10
20150818	mobile app	8
20150818	mobile web	8
20150819	mobile app	7
20150819	mobile web	7
20150820	mobile app	1
20150820	mobile web	1
20150821	mobile app	2
20150821	mobile web	2
20150822	mobile app	10
20150822	mobile web	12
20150823	mobile app	8
20150823	mobile web	8
20150824	mobile app	15
20150824	mobile web	15
20150825	mobile app	11
20150825	mobile web	11
20150826	mobile app	1
20150826	mobile web	1
20150827	mobile app	10
20150827	mobile web	10
20150828	mobile app	6
20150828	mobile web	6
20150829	mobile app	6
20150829	mobile web	6
20150830	mobile app	4
20150830	mobile web	4
20150831	mobile app	1
20150831	mobile web	1
20150901	mobile app	2
20150901	mobile web	2
20150903	mobile app	1
20150903	mobile web	1
20150905	mobile app	2
20150905	mobile web	2
20150906	mobile app	2
20150906	mobile web	3
20150907	mobile app	1
20150907	mobile web	1
20150908	mobile app	4
20150908	mobile web	4
20150909	mobile app	10
20150909	mobile web	10
20150910	mobile app	6
20150910	mobile web	6
20150911	mobile app	2
20150911	mobile web	2
20150912	mobile app	1
20150912	mobile web	1
20150914	mobile app	10
20150914	mobile web	10
20150915	mobile app	7
20150915	mobile web	7
20150916	mobile app	4
20150916	mobile web	4
20150918	mobile app	7
20150918	mobile web	7
20150919	mobile app	2
20150919	mobile web	2
20150920	mobile app	12
20150920	mobile web	12
20150921	mobile app	4
20150921	mobile web	4
20150922	mobile app	1
20150922	mobile web	1
20150923	mobile app	4
20150923	mobile web	5
20150924	mobile app	6
20150924	mobile web	6
20150926	mobile app	1
20150926	mobile web	1
20150927	mobile app	3
20150927	mobile web	3
20150928	mobile app	8
20150928	mobile web	8
20150929	mobile app	11
20150929	mobile web	11
20150930	mobile app	1
20150930	mobile web	1
20151001	mobile app	5
20151001	mobile web	5
20151002	mobile app	2
20151002	mobile web	2
20151003	mobile app	2
20151003	mobile web	2
20151004	mobile app	18
20151004	mobile web	19
20151005	mobile app	1
20151005	mobile web	1
20151006	mobile app	4
20151006	mobile web	4
20151007	mobile app	7
20151007	mobile web	7
20151008	mobile app	6
20151008	mobile web	6
20151009	mobile app	5
20151009	mobile web	5
20151010	mobile app	5
20151010	mobile web	5
20151011	mobile app	9
20151011	mobile web	9
20151012	mobile app	1
20151012	mobile web	1
20151013	mobile app	10
20151013	mobile web	13
20151014	mobile app	1
20151014	mobile web	1
20151015	mobile app	1
20151015	mobile web	5
20151016	mobile app	12
20151016	mobile web	13
20151017	mobile app	10
20151017	mobile web	11
20151018	mobile app	3
20151018	mobile web	5
20151019	mobile app	9
20151019	mobile web	9
20151020	mobile app	8
20151020	mobile web	12
20151021	mobile web	6
20151022	mobile web	3
20151023	mobile app	1
20151023	mobile web	2
20151024	mobile web	5
20151025	mobile app	1
20151025	mobile web	3
20151027	mobile app	1
20151027	mobile web	3
20151028	mobile app	2
20151028	mobile web	3
20151029	mobile app	1
20151029	mobile web	1
20151031	mobile web	3
20151101	mobile app	2
20151101	mobile web	2
20151102	mobile app	7
20151102	mobile web	7
20151103	mobile app	11
20151103	mobile web	14
20151104	mobile app	2
20151104	mobile web	3
20151105	mobile app	7
20151105	mobile web	10
20151106	mobile app	13
20151106	mobile web	13
20151107	mobile app	14
20151107	mobile web	18
20151108	mobile app	13
20151108	mobile web	14
20151109	mobile app	2
20151109	mobile web	2
20151110	mobile app	5
20151110	mobile web	7
20151111	mobile app	5
20151111	mobile web	5
20151112	mobile app	11
20151112	mobile web	21
20151113	mobile app	2
20151113	mobile web	13
20151114	mobile app	4
20151114	mobile web	8
20151115	mobile app	13
20151115	mobile web	14
20151116	mobile app	13
20151116	mobile web	14
20151117	mobile app	9
20151117	mobile web	11
20151118	mobile app	13
20151118	mobile web	30
20151119	mobile app	13
20151119	mobile web	17
20151120	mobile app	4
20151120	mobile web	5
20151121	mobile app	15
20151121	mobile web	18
20151122	mobile app	12
20151122	mobile web	13
20151123	mobile app	21
20151123	mobile web	21
20151124	mobile app	18
20151124	mobile web	18
20151125	mobile web	4
20151126	mobile app	7
20151126	mobile web	9
20151127	mobile app	1
20151127	mobile web	4
20151128	mobile app	1
20151128	mobile web	1
20151129	mobile app	16
20151129	mobile web	17
20151130	mobile app	6
20151130	mobile web	6
20151201	mobile app	9
20151201	mobile web	13
20151202	mobile app	9
20151202	mobile web	10
20151203	mobile app	24
20151203	mobile web	26
20151204	mobile app	4
20151204	mobile web	5
20151205	mobile app	8
20151205	mobile web	48
20151206	mobile app	3
20151206	mobile web	7
20151207	mobile app	3
20151207	mobile web	3
20151208	mobile app	12
20151208	mobile web	13
20151209	mobile app	9
20151209	mobile web	12
20151210	mobile app	23
20151210	mobile web	53
20151211	mobile app	7
20151211	mobile web	17
20151212	mobile app	20
20151212	mobile web	21
20151213	mobile app	26
20151213	mobile web	26
20151214	mobile app	2
20151214	mobile web	4
20151215	mobile app	13
20151215	mobile web	47
20151216	mobile app	7
20151216	mobile web	46
20151217	mobile app	4
20151217	mobile web	15
20151218	mobile app	11
20151218	mobile web	16
20151219	mobile web	3
20151220	mobile app	11
20151220	mobile web	30
20151221	mobile app	10
20151221	mobile web	21
20151222	mobile app	19
20151222	mobile web	59
20151223	mobile app	5
20151223	mobile web	5
20151224	mobile app	5
20151224	mobile web	5
20151225	mobile app	13
20151225	mobile web	20
20151226	mobile app	15
20151226	mobile web	21
20151227	mobile app	3
20151227	mobile web	12
20151228	mobile app	6
20151228	mobile web	8
20151229	mobile app	9
20151229	mobile web	10
20151230	mobile app	16
20151230	mobile web	17
20151231	mobile app	13
20151231	mobile web	14
20160101	mobile app	13
20160101	mobile web	16
20160102	mobile app	5
20160102	mobile web	7
20160103	mobile app	8
20160103	mobile web	10
20160104	mobile app	2
20160104	mobile web	12
20160105	mobile app	10
20160105	mobile web	10
20160106	mobile app	21
20160106	mobile web	23
20160107	mobile app	13
20160107	mobile web	16
20160108	mobile app	9
20160108	mobile web	11
20160109	mobile app	19
20160109	mobile web	19
20160110	mobile web	3
20160111	mobile app	3
20160111	mobile web	9
20160112	mobile app	1
20160112	mobile web	6
20160113	mobile app	14
20160113	mobile web	14
20160114	mobile app	10
20160114	mobile web	12
20160115	mobile app	11
20160115	mobile web	12
20160116	mobile app	15
20160116	mobile web	17
20160118	mobile app	7
20160118	mobile web	16
20160119	mobile app	10
20160119	mobile web	12
20160120	mobile app	3
20160120	mobile web	7
20160121	mobile app	6
20160121	mobile web	6
20160122	mobile web	4
20160123	mobile app	2
20160123	mobile web	2
20160124	mobile app	3
20160124	mobile web	5
20160125	mobile app	8
20160125	mobile web	8
20160126	mobile app	16
20160126	mobile web	16
20160127	mobile app	16
20160127	mobile web	16
20160128	mobile app	21
20160128	mobile web	24
20160129	mobile app	21
20160129	mobile web	24
20160130	mobile app	2
20160130	mobile web	5
20160201	mobile web	6
20160202	mobile app	1
20160202	mobile web	6
20160203	mobile app	10
20160203	mobile web	10
20160204	mobile app	37
20160204	mobile web	3
20160205	mobile app	10
20160205	mobile web	21
20160206	mobile app	22
20160206	mobile web	15
20160207	mobile app	4
20160207	mobile web	5
20160208	mobile app	12
20160208	mobile web	21
20160209	mobile app	12
20160209	mobile web	13
20160210	mobile app	15
20160210	mobile web	8
20160211	mobile app	12
20160211	mobile web	11
20160212	mobile app	21
20160212	mobile web	22
20160213	mobile app	38
20160213	mobile web	46
20160214	mobile app	3
20160214	mobile web	14
20160215	mobile app	12
20160215	mobile web	13
20160216	mobile app	2
20160216	mobile web	3
20160217	mobile app	4
20160217	mobile web	8
20160218	mobile app	1
20160218	mobile web	3
20160219	mobile app	7
20160219	mobile web	4
20160220	mobile app	6
20160220	mobile web	7
20160221	mobile app	3
20160221	mobile web	8
20160222	mobile app	2
20160222	mobile web	9
20160223	mobile app	2
20160223	mobile web	21
20160224	mobile app	1
20160224	mobile web	26
20160225	mobile app	1
20160225	mobile web	11
20160226	mobile app	1
20160226	mobile web	7
20160227	mobile app	5
20160227	mobile web	6
20160228	mobile app	2
20160228	mobile web	1
20160229	mobile app	2
20160229	mobile web	1
20160301	mobile app	4
20160301	mobile web	7
20160302	mobile app	3
20160302	mobile web	6
20160303	mobile web	4
20160304	mobile app	3
20160304	mobile web	10
20160305	mobile app	3
20160305	mobile web	5
20160306	mobile app	4
20160306	mobile web	6
20160307	mobile app	8
20160307	mobile web	21
20160308	mobile app	8
20160308	mobile web	12
20160309	mobile app	8
20160309	mobile web	7
20160310	mobile app	6
20160310	mobile web	5
20160311	mobile app	3
20160311	mobile web	3
20160312	mobile app	4
20160312	mobile web	6
20160313	mobile app	5
20160313	mobile web	16
20160314	mobile app	6
20160314	mobile web	10
20160315	mobile app	5
20160315	mobile web	4
20160316	mobile app	3
20160316	mobile web	1
20160318	mobile app	2
20160318	mobile web	3
20160319	mobile app	7
20160319	mobile web	10
20160320	mobile app	4
20160320	mobile web	5
20160321	mobile app	2
20160321	mobile web	4
20160322	mobile app	1
20160322	mobile web	2
20160323	mobile app	1
20160323	mobile web	1
20160324	mobile app	9
20160324	mobile web	7
20160325	mobile app	1
20160325	mobile web	3
20160326	mobile app	9
20160326	mobile web	5
20160327	mobile app	7
20160327	mobile web	7
20160328	mobile app	5
20160328	mobile web	8
20160329	mobile app	5
20160329	mobile web	5
20160330	mobile app	1
20160330	mobile web	1
20160331	mobile app	1
20160331	mobile web	1
20160401	mobile web	2
20160402	mobile app	1
20160402	mobile web	4
20160403	mobile app	2
20160403	mobile web	4
20160404	mobile app	8
20160404	mobile web	8
20160405	mobile app	5
20160405	mobile web	2
20160406	mobile app	1
20160406	mobile web	1
20160407	mobile app	1
20160407	mobile web	3
20160408	mobile web	1
20160409	mobile app	4
20160409	mobile web	12
20160411	mobile web	8
20160412	mobile web	4
20160413	mobile app	2
20160413	mobile web	2
20160414	mobile web	1
20160415	mobile app	2
20160415	mobile web	1
20160416	mobile app	1
20160416	mobile web	3
20160417	mobile app	3
20160417	mobile web	5
20160418	mobile app	2
20160418	mobile web	6
20160419	mobile app	1
20160419	mobile web	6
20160420	mobile app	1
20160420	mobile web	8
20160421	mobile web	3
20160423	mobile web	2
20160424	mobile web	8
20160425	mobile web	9
20160426	mobile app	2
20160426	mobile web	2
20160427	mobile app	3
20160427	mobile web	5
20160428	mobile web	1
20160429	mobile app	2
20160430	mobile web	2
20160501	mobile web	2
20160502	mobile web	2
20160503	mobile app	1
20160503	mobile web	4
20160504	mobile app	3
20160504	mobile web	5
20160505	mobile app	1
20160505	mobile web	2
20160506	mobile app	1
20160506	mobile web	11
20160507	mobile app	1
20160507	mobile web	1
20160508	mobile web	2
20160509	mobile web	9
20160510	mobile web	8
20160511	mobile web	3
20160512	mobile app	1
20160512	mobile web	3
20160514	mobile app	2
20160514	mobile web	8
20160515	mobile web	6
20160517	mobile app	1
20160517	mobile web	3
20160518	mobile app	3
20160518	mobile web	5
20160519	mobile web	27
20160520	mobile app	4
20160520	mobile web	16
20160521	mobile web	10
20160522	mobile app	5
20160522	mobile web	27
20160523	mobile app	2
20160523	mobile web	23
20160524	mobile web	1
20160525	mobile web	14
20160526	mobile app	3
20160526	mobile web	2
20160527	mobile app	3
20160527	mobile web	3
20160528	mobile app	1
20160529	mobile app	1
20160529	mobile web	2
20160530	mobile app	4
20160530	mobile web	1
20160531	mobile app	9
20160531	mobile web	2
20160601	mobile app	2
20160601	mobile web	3
20160602	mobile web	1
20160603	mobile app	2
20160603	mobile web	3
20160604	mobile app	17
20160604	mobile web	14
20160605	mobile app	2
20160605	mobile web	5
20160606	mobile app	1
20160606	mobile web	2
20160607	mobile web	4
20160608	mobile app	3
20160608	mobile web	5
20160609	mobile app	2
20160609	mobile web	2
20160610	mobile app	1
20160610	mobile web	1
20160611	mobile app	18
20160611	mobile web	19
20160612	mobile web	9
20160613	mobile app	1
20160613	mobile web	9
20160614	mobile app	4
20160614	mobile web	4
20160615	mobile app	2
20160615	mobile web	3
20160616	mobile app	2
20160616	mobile web	2
20160617	mobile app	8
20160617	mobile web	5
20160618	mobile app	1
20160618	mobile web	1
20160619	mobile app	3
20160619	mobile web	4
20160620	mobile app	2
20160620	mobile web	3
20160621	mobile app	4
20160621	mobile web	1
20160622	mobile app	2
20160622	mobile web	3
20160623	mobile web	4
20160624	mobile app	3
20160624	mobile web	4
20160625	mobile app	4
20160625	mobile web	7
20160626	mobile app	3
20160626	mobile web	6
20160627	mobile app	2
20160628	mobile app	1
20160628	mobile web	6
20160629	mobile app	1
20160629	mobile web	2
20160630	mobile app	2
20160630	mobile web	5
20160701	mobile app	5
20160701	mobile web	9
20160702	mobile app	1
20160702	mobile web	2
20160703	mobile app	3
20160703	mobile web	4
20160704	mobile app	2
20160704	mobile web	6
20160705	mobile app	3
20160705	mobile web	6
20160706	mobile app	1
20160706	mobile web	2
20160707	mobile app	1
20160707	mobile web	1
20160708	mobile app	7
20160708	mobile web	20
20160709	mobile app	3
20160709	mobile web	15
20160710	mobile app	1
20160710	mobile web	2
20160711	mobile web	32
20160712	mobile app	1
20160712	mobile web	2
20160713	mobile app	1
20160713	mobile web	5
20160714	mobile app	8
20160714	mobile web	3
20160715	mobile web	21
20160716	mobile app	1
20160716	mobile web	4
20160717	mobile web	6
20160718	mobile app	6
20160718	mobile web	2
20160719	mobile app	10
20160719	mobile web	5
20160720	mobile app	1
20160720	mobile web	1
20160721	mobile web	5
20160722	mobile app	2
20160722	mobile web	1
20160723	mobile app	1
20160723	mobile web	5
20160724	mobile app	3
20160724	mobile web	4
20160725	mobile app	1
20160725	mobile web	1
20160726	mobile app	1
20160726	mobile web	4
20160727	mobile app	7
20160727	mobile web	1
20160728	mobile app	1
20160728	mobile web	5
20160729	mobile app	13
20160729	mobile web	2
20160730	mobile app	2
20160731	mobile app	4
20160731	mobile web	8
20160801	mobile app	2
20160801	mobile web	5
20160802	mobile app	2
20160802	mobile web	11
20160803	mobile app	3
20160803	mobile web	8
20160804	mobile app	6
20160804	mobile web	8
20160805	mobile app	1
20160805	mobile web	4
20160806	mobile web	1
20160807	mobile app	2
20160807	mobile web	8
20160808	mobile app	3
20160808	mobile web	6
20160809	mobile app	1
20160809	mobile web	6
20160810	mobile app	1
20160810	mobile web	4
20160811	mobile web	2
20160812	mobile app	1
20160812	mobile web	3
20160813	mobile app	1
20160813	mobile web	2
20160814	mobile app	1
20160814	mobile web	1
20160815	mobile app	4
20160815	mobile web	2
20160816	mobile app	7
20160816	mobile web	9
20160817	mobile app	5
20160817	mobile web	6
20160818	mobile app	2
20160818	mobile web	2
20160819	mobile app	1
20160819	mobile web	3
20160820	mobile app	1
20160820	mobile web	1
20160821	mobile app	5
20160821	mobile web	6
20160822	mobile app	4
20160822	mobile web	5
20160823	mobile app	1
20160823	mobile web	2
20160824	mobile app	4
20160824	mobile web	2
20160825	mobile app	1
20160825	mobile web	5
20160826	mobile web	9
20160827	mobile app	33
20160827	mobile web	8
20160828	mobile app	1
20160828	mobile web	4
20160829	mobile app	1
20160829	mobile web	3
20160830	mobile app	1
20160830	mobile web	3
20160831	mobile web	3
20160901	mobile web	3
20160902	mobile app	6
20160902	mobile web	5
20160903	mobile app	7
20160903	mobile web	4
20160905	mobile app	2
20160905	mobile web	2
20160906	mobile app	1
20160907	mobile web	2
20160908	mobile app	10
20160908	mobile web	1
20160909	mobile app	1
20160910	mobile app	1
20160910	mobile web	2
20160911	mobile app	3
20160911	mobile web	1
20160912	mobile app	1
